targetname,datetime_str,datetime_jd,M1,solar_presence,k1,lunar_presence,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,Tmag,Nmag,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat
ATLAS (C/2025 N1),2025-Aug-09 00:00,2460896.5,12.5,,4.5,,247.39571,-16.877,247.76693,-16.93372,-98.4842,12.93796,,,,,376229.582,-117970.03,102.249,,999,,16.962,,97.83693,,402954.3,*,,,,,,280.66,0.0,,,265.2806,4.0957,3.233488744852,-55.5728378,2.71516102038189,-17.6076806,22.58130563,62.5301611,57.1168618,111.9317,/T,16.9127,64.3,99.8001,51.5185,100.793,100.376,-0.19565,Oph,69.183102,248.6979736,4.875722,,,359.655547,21.205576,,0.0,0.053,0.03,0.053,0.03,-3.608,0.0050237,0.061,699.5331,0.0001321,2.28,8.27,0.004667,288.9618,,16.9148,256.8161,4.5363
ATLAS (C/2025 N1),2025-Aug-10 00:00,2460897.5,12.5,,4.5,,246.71036,-16.78821,247.08104,-16.84651,-98.3557,13.22431,,,,,371095.6,-116610.75,102.579,,999,,16.935,,97.74335,,397137.8,*,,,,,,280.75,0.0,,,264.9838,4.1094,3.201419470134,-55.4733314,2.70520986366327,-16.8499687,22.49854439,62.5740817,56.6509579,110.3161,/T,17.2776,78.3,99.4299,52.7694,100.884,100.543,-0.166,Oph,69.183079,248.0336557,4.8613432,,,359.284575,21.770591,,0.0,0.054,0.031,0.054,0.031,-3.654,0.00518,0.062,689.9284,0.0001315,2.27,8.25,0.004603,289.2581,,17.2795,256.3356,4.5381
ATLAS (C/2025 N1),2025-Aug-11 00:00,2460898.5,12.5,,4.5,,246.02638,-16.69755,246.39649,-16.7574,-98.1863,13.50236,,,,,365956.279,-115229.78,102.898,,999,,16.908,,97.64961,,391322.3,*,,,,,,280.84,0.0,,,264.6811,4.1233,3.169408763978,-55.3702845,2.69569153769874,-16.1091802,22.41938288,62.618777,56.1847881,108.7006,/T,17.6358,92.6,96.6081,54.0267,100.977,100.708,-0.13606,Oph,69.183056,247.3700948,4.8460354,,,358.910815,22.333991,,0.0,0.054,0.031,0.054,0.031,-3.7,0.005336,0.063,680.4517,0.0001308,2.26,8.22,0.004539,289.5604,,17.6376,255.8524,4.5396
ATLAS (C/2025 N1),2025-Aug-12 00:00,2460899.5,12.5,,4.5,,245.34405,-16.60508,245.71357,-16.66647,-97.9767,13.77163,,,,,360812.071,-113827.59,103.207,,999,,16.881,,97.55592,,385508.6,*,,,,,,280.94,0.0,,,264.3721,4.1374,3.137458711719,-55.2635486,2.68659612174736,-15.3858191,22.34373862,62.6642644,55.7183143,107.0857,/T,17.9869,107.0,91.363,55.2907,101.073,100.873,-0.10586,Sco,69.183033,246.7075674,4.8298122,,,358.534329,22.89552,,0.0,0.055,0.032,0.055,0.032,-3.744,0.005491,0.064,671.1071,0.0001302,2.25,8.18,0.004477,289.8689,,17.9885,255.3667,4.5407
ATLAS (C/2025 N1),2025-Aug-13 00:00,2460900.5,12.5,,4.5,,244.66365,-16.51085,245.03257,-16.57376,-97.7277,14.03171,,,,,355663.44,-112404.66,103.507,,999,,16.854,,97.46253,,379697.7,*,,,,,,281.04,0.0,,,264.0568,4.1516,3.105571486613,-55.1529675,2.67791339386101,-14.6804257,22.27152657,62.7105617,55.2515039,105.4716,/T,18.3304,121.5,83.9028,56.5614,101.169,101.037,-0.07542,Sco,69.183011,246.0463493,4.8126884,,,358.15518,23.454925,,0.0,0.056,0.032,0.056,0.032,-3.787,0.0056445,0.064,661.8988,0.0001296,2.24,8.15,0.004416,290.1837,,18.3319,254.8784,4.5414
ATLAS (C/2025 N1),2025-Aug-14 00:00,2460901.5,12.5,,4.5,,243.98546,-16.41494,244.35377,-16.47934,-97.4401,14.28221,,,,,350510.867,-110961.49,103.798,,999,,16.827,,97.36967,,373890.5,*,,,,,,281.14,0.0,,,263.735,4.166,3.0737493541,-55.0383779,2.66963280873818,-13.993579,22.20265904,62.7576871,54.7843502,103.8585,/T,18.666,136.1,74.6041,57.8391,101.267,101.2,-0.04474,Sco,69.182989,245.3867125,4.7946803,,,357.773431,24.011957,,0.0,0.056,0.033,0.056,0.033,-3.828,0.0057959,0.065,652.8311,0.0001289,2.23,8.12,0.004355,290.5051,,18.6672,254.3876,4.5418
ATLAS (C/2025 N1),2025-Aug-15 00:00,2460902.5,12.5,,4.5,,243.30973,-16.31741,243.67745,-16.38328,-97.115,14.52283,,,,,345354.842,-109498.6,104.079,,999,,16.8,,97.2776,,368087.7,*,,,,,,281.23,0.0,,,263.4064,4.1806,3.041994676298,-54.9196081,2.66174347701565,-13.3258892,22.13704547,62.8056593,54.3168898,102.2466,/T,18.993,150.3,63.9777,59.124,101.366,101.362,-0.01386,Sco,69.182967,244.7289225,4.7758055,,,357.389148,24.566374,,0.0,0.057,0.033,0.057,0.033,-3.867,0.0059447,0.066,643.9079,0.0001283,2.22,8.08,0.004296,290.8331,,18.9941,253.8944,4.5417
ATLAS (C/2025 N1),2025-Aug-16 00:00,2460903.5,12.5,,4.5,,242.63674,-16.21832,243.00388,-16.28565,-96.7535,14.75335,,,,,340195.869,-108016.56,104.351,,999,,16.773,,97.18655,,362290.4,*,,,,,,281.33,0.0,,,263.0709,4.1953,3.010309916734,-54.7964782,2.65423415119751,-12.6779833,22.07459231,62.854497,53.8492149,100.6362,/T,19.3111,163.5,52.6198,60.4164,101.465,101.523,0.01721,Sco,69.182946,244.0732344,4.756083,,,357.002397,25.117943,,0.0,0.057,0.034,0.057,0.034,-3.904,0.0060902,0.067,635.133,0.0001277,2.21,8.04,0.004237,291.1681,,19.3121,253.3987,4.5413
ATLAS (C/2025 N1),2025-Aug-17 00:00,2460904.5,12.5,,4.5,,241.96672,-16.11775,242.33329,-16.18652,-96.3569,14.97362,,,,,335034.46,-106515.94,104.614,,999,,16.747,,97.09679,,356499.3,*,,,,,,281.44,0.0,,,262.7282,4.2102,2.97869764533,-54.6687994,2.64709322170139,-12.0504848,22.01520301,62.9042196,53.3814787,99.0276,/T,19.6199,170.1,41.1631,61.7163,101.565,101.683,0.04845,Sco,69.182925,243.4198904,4.7355333,,,356.613245,25.666436,,0.0,0.057,0.035,0.058,0.034,-3.938,0.006232,0.067,626.5103,0.0001271,2.2,8.0,0.00418,291.5102,,19.6208,252.9006,4.5406
ATLAS (C/2025 N1),2025-Aug-18 00:00,2460905.5,12.5,,4.5,,241.29992,-16.01576,241.66593,-16.08597,-95.9269,15.18354,,,,,329871.135,-104997.3,104.868,,999,,16.721,,97.00858,,350715.4,*,,,,,,281.54,0.0,,,262.3782,4.2253,2.947160543663,-54.5363736,2.64030872449793,-11.4439942,21.95877807,62.9548465,52.9138951,97.4209,/T,19.9189,161.1,30.2317,63.0242,101.664,101.841,0.07983,Sco,69.182904,242.769119,4.714178,,,356.221758,26.211635,,0.0,0.058,0.035,0.058,0.035,-3.97,0.0063695,0.068,618.0433,0.0001265,2.19,7.96,0.004123,291.8596,,19.9196,252.4001,4.5394
ATLAS (C/2025 N1),2025-Aug-19 00:00,2460906.5,12.5,,4.5,,240.63655,-15.91242,241.002,-15.98406,-95.4652,15.38311,,,,,324706.418,-103461.23,105.114,,999,,16.694,,96.92218,,344939.3,*,,,,,,281.64,0.0,,,262.0206,4.2405,2.915701410495,-54.3989929,2.63386836032072,-10.8590688,21.9052152,63.0063976,52.4467346,95.8165,/T,20.2077,147.8,20.4014,64.34,101.763,101.998,0.11135,Sco,69.182884,242.1211347,4.6920403,,,355.828003,26.753335,,0.0,0.058,0.036,0.058,0.036,-4.001,0.0065021,0.068,609.7353,0.0001259,2.18,7.92,0.004068,292.2165,,20.2082,251.8971,4.538
ATLAS (C/2025 N1),2025-Aug-20 00:00,2460907.5,12.5,,4.5,,239.97683,-15.8078,240.34172,-15.88086,-94.9735,15.57239,,,,,319540.834,-101908.31,105.351,,999,,16.668,,96.83785,,339171.9,*,,,,,,281.74,0.0,,,261.6552,4.2559,2.884323167607,-54.2564388,2.62775952456133,-10.2962059,21.85440956,63.0588932,51.9803161,94.2144,/T,20.4858,133.9,12.1648,65.6641,101.862,102.153,0.14297,Lib,69.182864,241.4761392,4.6691443,,,355.432044,27.29134,,0.0,0.058,0.036,0.058,0.036,-4.029,0.0066295,0.069,601.5898,0.0001253,2.17,7.88,0.004013,292.5813,,20.4861,251.3918,4.5361
ATLAS (C/2025 N1),2025-Aug-21 00:00,2460908.5,12.5,,4.5,,239.32097,-15.70198,239.68526,-15.77644,-94.4541,15.75147,,,,,314374.901,-100339.12,105.579,,999,,16.642,,96.75585,,333414.0,*,,,,,,281.83,0.0,,,261.2817,4.2714,2.853028865948,-54.1084822,2.62196934636997,-9.7558283,21.80625412,63.1123536,51.5149957,92.615,/T,20.7528,119.9,5.9001,66.9967,101.96,102.307,0.17468,Lib,69.182845,240.8343223,4.6455153,,,355.033943,27.825466,,0.0,0.058,0.037,0.058,0.037,-4.057,0.0067511,0.069,593.6096,0.0001248,2.16,7.84,0.00396,292.954,,20.753,250.884,4.5339
ATLAS (C/2025 N1),2025-Aug-22 00:00,2460909.5,12.5,,4.5,,238.66913,-15.59501,239.03283,-15.67085,-93.9089,15.92051,,,,,309209.129,-98754.23,105.798,,999,,16.616,,96.67644,,327666.2,*,,,,,,281.93,0.0,,,260.9,4.2872,2.821821692096,-53.9548824,2.61648473476247,-9.2382744,21.76063999,63.1667995,51.0511535,91.0184,/T,21.0082,106.0,1.8476,68.338,102.057,102.459,0.20645,Lib,69.182826,240.1958632,4.6211793,,,354.63376,28.355544,,0.0,0.058,0.038,0.058,0.038,-4.084,0.0068666,0.069,585.7977,0.0001242,2.15,7.8,0.003908,293.335,,21.0082,250.3737,4.5314
ATLAS (C/2025 N1),2025-Aug-23 00:00,2460910.5,12.5,,4.5,,238.02149,-15.48697,238.38457,-15.56416,-93.3401,16.0797,,,,,304044.008,-97154.19,106.009,,999,,16.59,,96.59989,,321929.3,*,,,,,,282.03,0.0,,,260.5097,4.303,2.79070497508,-53.7953867,2.61129242865814,-8.7437948,21.7174569,63.2222518,50.589178,89.4248,/T,21.2517,92.3,0.0998,69.6882,102.153,102.61,0.23827,Lib,69.182807,239.5609304,4.5961629,,,354.231552,28.881417,,0.0,0.058,0.038,0.058,0.038,-4.112,0.0069757,0.069,578.1567,0.0001237,2.13,7.75,0.003857,293.7245,,21.2516,249.861,4.5285
ATLAS (C/2025 N1),2025-Aug-24 00:00,2460911.5,12.5,,4.5,,237.3782,-15.37792,237.74065,-15.45644,-92.7499,16.22924,,,,,298880.002,-95539.59,106.211,,999,,16.564,,96.52646,,316203.7,*,,,,,,282.13,0.0,,,260.1106,4.319,2.759682193546,-53.6297295,2.60637904711631,-8.2725552,21.67659355,63.2787317,50.1294538,87.8344,/T,21.4828,78.9,0.6097,71.0476,102.248,102.759,0.27013,Lib,69.182789,238.9296817,4.5704931,,,353.82737,29.402942,,0.0,0.058,0.039,0.058,0.039,-4.142,0.0070781,0.07,570.6891,0.0001232,2.12,7.71,0.003807,294.1228,,21.4826,249.3456,4.5253
ATLAS (C/2025 N1),2025-Aug-25 00:00,2460912.5,12.5,,4.5,,236.7394,-15.26792,237.1012,-15.34775,-92.1406,16.36938,,,,,293717.55,-93910.98,106.404,,999,,16.538,,96.45639,,310490.2,*,,,,,,282.22,0.0,,,259.7025,4.3352,2.728756983305,-53.4576319,2.60173113608474,-7.8246452,21.63793805,63.3362605,49.6723506,86.2473,/T,21.7012,65.8,3.2142,72.4164,102.341,102.905,0.30198,Lib,69.182771,238.3022625,4.5441972,,,353.421265,29.919988,,0.0,0.057,0.04,0.057,0.04,-4.176,0.0071736,0.07,563.3971,0.0001227,2.11,7.66,0.003759,294.5301,,21.7007,248.8276,4.5218
ATLAS (C/2025 N1),2025-Aug-26 00:00,2460913.5,12.5,,4.5,,236.10521,-15.15704,236.46636,-15.23815,-91.5142,16.50037,,,,,288557.055,-92268.93,106.589,,999,,16.512,,96.38994,,304789.2,*,,,,,,282.31,0.0,,,259.285,4.3515,2.697933145273,-53.278801,2.59733520890663,-7.4000905,21.60137824,63.3948594,49.2182187,84.6637,/T,21.9063,52.9,7.6701,73.795,102.432,103.051,0.33383,Lib,69.182753,237.6788049,4.5173025,,,353.013279,30.432438,,0.0,0.057,0.041,0.057,0.04,-4.219,0.007262,0.07,556.2827,0.0001222,2.1,7.62,0.003711,294.9467,,21.9057,248.307,4.518
ATLAS (C/2025 N1),2025-Aug-27 00:00,2460914.5,12.5,,4.5,,235.47572,-15.04533,235.83624,-15.1277,-90.8729,16.6225,,,,,283398.889,-90613.99,106.766,,999,,16.486,,96.32736,,299101.1,*,,,,,,282.4,0.0,,,258.8578,4.3679,2.667214653821,-53.0929291,2.59317777937516,-6.998866,21.56680195,63.4545499,48.7673885,83.0836,/T,22.0979,40.4,13.6905,75.1835,102.522,103.194,0.36566,Lib,69.182735,237.0594264,4.4898361,,,352.603453,30.94019,,0.0,0.057,0.041,0.057,0.041,-4.273,0.0073434,0.07,549.3477,0.0001217,2.08,7.57,0.003665,295.373,,22.0972,247.7835,4.5138
ATLAS (C/2025 N1),2025-Aug-28 00:00,2460915.5,12.5,,4.5,,234.85104,-14.93286,235.21093,-15.01647,-90.2186,16.73605,,,,,278243.389,-88946.72,106.933,,999,,16.461,,96.26889,,293426.3,*,,,,,,282.49,0.0,,,258.4207,4.3845,2.636605665557,-52.8996926,2.5892453877128,-6.6209071,21.53409725,63.5153535,48.320174,81.5073,/T,22.2755,28.3,20.9762,76.5823,102.61,103.335,0.39744,Lib,69.182718,236.4442298,4.4618249,,,352.191823,31.443151,,0.0,0.056,0.042,0.056,0.042,-4.344,0.0074177,0.07,542.5938,0.0001213,2.07,7.53,0.00362,295.8092,,22.2746,247.2571,4.5094
ATLAS (C/2025 N1),2025-Aug-29 00:00,2460916.5,12.5,,4.5,,234.23125,-14.81969,234.59051,-14.9045,-89.5533,16.84136,,,,,273090.863,-87267.67,107.093,,999,,16.435,,96.21477,,287765.1,*,,,,,,282.58,0.0,,,257.9733,4.4012,2.606110528553,-52.698752,2.585524620992,-6.2661176,21.50315258,63.5772916,47.8768783,79.9348,/T,22.4387,17.0,29.2357,77.9918,102.695,103.475,0.42915,Lib,69.182702,235.833303,4.4332955,,,351.778419,31.941242,,0.0,0.056,0.043,0.056,0.043,-4.441,0.007485,0.07,536.0222,0.0001209,2.06,7.48,0.003576,296.2556,,22.4376,246.7277,4.5046
ATLAS (C/2025 N1),2025-Aug-30 00:00,2460917.5,12.5,,4.5,,233.61639,-14.70585,233.97505,-14.79186,-88.8789,16.93875,,,,,267941.585,-85577.38,107.243,,999,,16.409,,96.16523,,282117.9,*,,,,,,282.66,0.0,,,257.5153,4.418,2.575733792037,-52.4897503,2.58200213000159,-5.9343737,21.47385691,63.6403855,47.4377985,78.3661,/T,22.5871,9.432,38.1926,79.4121,102.779,103.612,0.4608,Lib,69.182685,235.2267188,4.4042738,,,351.363267,32.434394,,0.0,0.055,0.043,0.055,0.043,-4.577,0.0075456,0.07,529.6343,0.0001205,2.05,7.44,0.003533,296.7125,,22.5859,246.1952,4.4995
ATLAS (C/2025 N1),2025-Aug-31 00:00,2460918.5,12.5,,4.5,,233.00653,-14.59141,233.3646,-14.67861,-88.1974,17.02859,,,,,262795.801,-83876.36,107.386,,999,,16.383,,96.1205,,276484.8,*,,,,,,282.74,0.0,,,257.0464,4.4349,2.54548021658,-52.2723125,2.57866464447563,-5.625526,21.44609989,63.7046562,47.0032299,76.8013,/T,22.7204,14.0,47.5821,80.8438,102.859,103.748,0.49235,Lib,69.182669,234.6245361,4.3747856,,,350.946389,32.922551,,0.0,0.055,0.044,0.055,0.044,-4.77,0.0075998,0.07,523.4308,0.0001201,2.04,7.4,0.003492,297.1803,,22.719,245.6594,4.4942
ATLAS (C/2025 N1),2025-Sep-01 00:00,2460919.5,12.5,,4.5,,232.4017,-14.47642,232.75919,-14.56478,-87.5105,17.11125,,,,,257653.728,-82165.14,107.519,,999,,16.357,,96.08079,,270866.1,*,,,,,,282.82,0.0,,,256.5662,4.4519,2.51535478477,-52.0460447,2.57549898813712,-5.3393986,21.41977193,63.7701243,46.5734673,75.2406,/T,22.8381,24.8,57.1392,82.287,102.938,103.881,0.5238,Lib,69.182653,234.0267995,4.3448557,,,350.527801,33.405668,,0.0,0.054,0.045,0.054,0.045,-5.049,0.0076479,0.07,517.4127,0.0001197,2.02,7.35,0.003452,297.6594,,22.8366,245.1201,4.4885
ATLAS (C/2025 N1),2025-Sep-02 00:00,2460920.5,12.5,,4.5,,231.80193,-14.36092,232.15885,-14.45043,-86.82,17.18713,,,,,252515.553,-80444.22,107.644,,999,,16.331,,96.04631,,265261.7,*,,,,,,282.9,0.0,,,256.0744,4.469,2.485362712425,-51.8105332,2.57249209433448,-5.0757879,21.39476436,63.8368104,46.1488042,73.6838,/T,22.9398,36.9,66.5809,83.7421,103.013,104.013,0.55514,Lib,69.182638,233.4335404,4.3145085,,,350.107514,33.883709,,0.0,0.054,0.046,0.054,0.046,-5.467,0.0076904,0.07,511.5804,0.0001194,2.01,7.31,0.003413,298.15,,22.9381,244.5773,4.4825
ATLAS (C/2025 N1),2025-Sep-03 00:00,2460921.5,12.5,,4.5,,231.20722,-14.24496,231.56357,-14.3356,-86.1276,17.2566,,,,,247381.437,-78714.07,107.76,,999,,16.305,,96.01726,,259671.9,*,,,,,,282.97,0.0,,,255.5706,4.4862,2.455509460323,-51.5653435,2.5696310222321,-4.8344621,21.37096955,63.9047342,45.7295281,72.1311,/T,23.0252,49.5,75.5881,85.2096,103.086,104.142,0.58634,Lib,69.182623,232.8447768,4.2837674,,,349.685534,34.356649,,0.0,0.053,0.046,0.053,0.046,-6.112,0.007728,0.07,505.9343,0.0001191,2.0,7.27,0.003375,298.6526,,23.0234,244.0307,4.4763
ATLAS (C/2025 N1),2025-Sep-04 00:00,2460922.5,12.5,,4.5,,230.61758,-14.12857,230.97337,-14.22033,-85.4348,17.32006,,,,,242251.511,-76975.17,107.867,,999,,16.279,,95.99385,,254096.6,*,,,,,,283.05,0.0,,,255.0543,4.5035,2.425800746494,-51.3100191,2.56690297255119,-4.6151637,21.34828105,63.9739149,45.3159144,70.5824,/T,23.0938,62.6,83.7917,86.6898,103.156,104.27,0.61741,Lib,69.182608,232.260515,4.2526552,,,349.261862,34.824473,,0.0,0.052,0.047,0.053,0.047,-7.165,0.0077612,0.071,500.4748,0.0001188,1.99,7.23,0.003339,299.1676,,23.0919,243.4802,4.4698
ATLAS (C/2025 N1),2025-Sep-05 00:00,2460923.5,12.5,,4.5,,230.033,-14.0118,230.38822,-14.10466,-84.7433,17.3779,,,,,237125.878,-75227.97,107.965,,999,,16.253,,95.97625,,248535.9,*,,,,,,283.11,0.0,,,254.5253,4.5208,2.396242559069,-51.0440812,2.56429530075956,-4.4176164,21.3265937,64.0443708,44.9082177,69.0377,/T,23.1453,76.0,90.7704,88.1831,103.223,104.396,0.64832,Lib,69.182593,231.6807502,4.2211936,,,348.836491,35.287174,,0.0,0.052,0.048,0.052,0.048,-9.034,0.007791,0.071,495.2017,0.0001186,1.98,7.19,0.003304,299.6952,,23.1433,242.9255,4.4629
ATLAS (C/2025 N1),2025-Sep-06 00:00,2460924.5,12.5,,4.5,,229.45346,-13.89467,229.8081,-13.98862,-84.0544,17.43048,,,,,232004.616,-73472.88,108.054,,999,,16.226,,95.96464,,242989.5,*,,,,,,283.18,0.0,,,253.9831,4.5381,2.366841169696,-50.7670268,2.5617955245622,-4.2415377,21.3058037,64.1161193,44.5066659,67.4971,/T,23.1793,89.9,96.0686,89.6898,103.286,104.519,0.67908,Lib,69.182579,231.1054688,4.1894037,,,348.409413,35.744753,,0.0,0.051,0.049,0.051,0.048,-12.849,0.0078181,0.071,490.1149,0.0001184,1.97,7.15,0.00327,300.2361,,23.1771,242.3664,4.4558
ATLAS (C/2025 N1),2025-Sep-07 00:00,2460925.5,12.5,,4.5,,228.87893,-13.77724,229.23298,-13.87224,-83.3694,17.47816,,,,,226887.777,-71710.33,108.135,,999,,16.2,,95.95917,,237457.5,*,,,,,,283.24,0.0,,,253.4272,4.5554,2.337603147538,-50.4783287,2.55939132204083,-4.0866584,21.28580856,64.1891768,44.1114586,65.9604,/T,23.1954,104.2,99.2409,91.2106,103.346,104.641,0.70967,Lib,69.182566,230.5346507,4.1573051,,,347.980612,36.19722,,0.0,0.051,0.049,0.051,0.049,-22.674,0.0078436,0.071,485.2143,0.0001182,1.96,7.12,0.003237,300.7904,,23.193,241.8028,4.4484
ATLAS (C/2025 N1),2025-Sep-08 00:00,2460926.5,12.5,,4.5,,228.30937,-13.65952,228.66282,-13.75555,-82.6894,17.52128,,,,,221775.393,-69940.71,108.206,,999,,16.174,,95.96001,,231939.7,*,,,,,,283.3,0.0,,,252.8573,4.5728,2.308535373845,-50.1774334,2.55707051759312,-3.952745,21.26650701,64.2635582,43.7227758,64.4277,/T,23.1931,118.8,99.9208,92.7457,103.402,104.761,0.74009,Lib,69.182552,229.9682717,4.1249169,,,347.550068,36.644592,,0.0,0.05,0.05,0.051,0.049,-49.108,0.0078684,0.071,480.4994,0.0001181,1.95,7.08,0.003206,301.3588,,23.1906,241.2344,4.4407
ATLAS (C/2025 N1),2025-Sep-09 00:00,2460927.5,12.5,,4.5,,227.74474,-13.54155,228.09759,-13.63858,-82.0156,17.56021,,,,,216667.475,-68164.39,108.267,,999,,16.147,,95.9673,,226435.9,*,,,,,,283.35,0.0,,,252.2729,4.5901,2.279645057106,-49.8637611,2.55482105552588,-3.8396187,21.24779881,64.3392769,43.3407982,62.8989,/T,23.172,133.5,97.8986,94.2957,103.455,104.879,0.77032,Lib,69.182539,229.4063041,4.0922572,,,347.117756,37.086889,,0.0,0.049,0.051,0.051,0.049,-70.555,0.0078937,0.071,475.9697,0.0001179,1.94,7.05,0.003175,301.9417,,23.1694,240.6609,4.4327
ATLAS (C/2025 N1),2025-Sep-10 00:00,2460928.5,12.5,,4.5,,227.18498,-13.42335,227.53725,-13.52136,-81.3489,17.59532,,,,,211564.016,-66381.76,108.32,,999,,16.121,,95.98115,,220945.8,*,,,,,,283.4,0.0,,,251.6735,4.6074,2.250939748768,-49.5367041,2.55263096540129,-3.7471633,21.22958439,64.4163445,42.965736,61.3738,/T,23.1317,148.3,93.1846,95.861,103.503,104.995,0.80037,Lib,69.182527,228.8487158,4.059343,,,346.683646,37.52414,,0.0,0.049,0.052,0.052,0.049,-77.867,0.0079208,0.071,471.6246,0.0001179,1.93,7.02,0.003146,302.5394,,23.129,240.0822,4.4244
ATLAS (C/2025 N1),2025-Sep-11 00:00,2460929.5,12.5,,4.5,,226.63004,-13.30494,226.98174,-13.40391,-80.6906,17.62706,,,,,206464.999,-64593.2,108.362,,999,,16.094,,96.00168,,215469.2,*,,,,,,283.44,0.0,,,251.0586,4.6245,2.22242735952,-49.195626,2.55048832720837,-3.6753177,21.21176461,64.4947705,42.5978593,59.8526,/T,23.0719,162.3,86.029,97.4422,103.548,105.109,0.83022,Lib,69.182515,228.2954673,4.0261911,,,346.247704,37.956379,,0.0,0.048,0.052,0.053,0.048,-80.834,0.0079507,0.071,467.4635,0.0001178,1.92,6.99,0.003119,303.1526,,23.069,239.4978,4.4157
ATLAS (C/2025 N1),2025-Sep-12 00:00,2460930.5,12.5,,4.5,,226.07984,-13.18635,226.43099,-13.28626,-80.0418,17.6559,,,,,201370.395,-62799.09,108.395,,999,,16.067,,96.029,,210005.9,*,,,,,,283.49,0.0,,,250.4277,4.6416,2.194116176103,-48.839861,2.54838124568608,-3.6240529,21.19424054,64.5745624,42.2375206,58.335,/T,22.992,171.5,76.8918,99.0398,103.588,105.221,0.85987,Lib,69.182504,227.7465078,3.9928175,,,345.809891,38.383647,,0.0,0.048,0.053,0.053,0.048,-82.256,0.0079849,0.072,463.4855,0.0001178,1.92,6.97,0.003092,303.7816,,22.989,238.9077,4.4068
ATLAS (C/2025 N1),2025-Sep-13 00:00,2460931.5,12.5,,4.5,,225.53431,-13.06759,225.88495,-13.16844,-79.4038,17.68239,,,,,196280.166,-60999.81,108.417,,999,,16.04,,96.06317,,204555.7,*,,,,,,283.52,0.0,,,249.7804,4.6586,2.166014878639,-48.4687127,2.54629784051009,-3.5933413,21.17691339,64.6557245,41.8851616,56.821,/T,22.8917,163.2,66.3724,100.6543,103.623,105.332,0.88932,Lib,69.182493,227.2017722,3.9592377,,,345.370161,38.805991,,0.0,0.047,0.054,0.054,0.047,-82.966,0.0080246,0.072,459.6901,0.0001179,1.91,6.95,0.003067,304.427,,22.8885,238.3114,4.3975
ATLAS (C/2025 N1),2025-Sep-14 00:00,2460932.5,12.5,,4.5,,224.99337,-12.94869,225.34351,-13.05046,-78.7779,17.70711,,,,,191194.27,-59195.74,108.43,,999,,16.013,,96.10427,,199118.1,*,,,,,,283.55,0.0,,,249.1161,4.6753,2.13813255842,-48.0814536,2.54422625395063,-3.5831281,21.15968453,64.7382585,41.5413067,55.3106,/T,22.7704,149.6,55.1279,102.2861,103.653,105.44,0.91855,Lib,69.182482,226.6611812,3.9254667,,,344.928459,39.223464,,0.0,0.047,0.055,0.055,0.047,-83.287,0.0080711,0.072,456.0762,0.000118,1.91,6.92,0.003043,305.0893,,22.7671,237.7087,4.3878
ATLAS (C/2025 N1),2025-Sep-15 00:00,2460933.5,12.5,,4.5,,224.45692,-12.82963,224.80657,-12.93232,-78.1657,17.73067,,,,,186112.656,-57387.25,108.431,,999,,15.986,,96.15233,,193692.9,*,,,,,,283.58,0.0,,,248.4343,4.6919,2.110478736106,-47.6773244,2.54215467287113,-3.5933113,21.14245572,64.8221626,41.2065462,53.8036,/T,22.6278,135.5,43.8034,103.9358,103.679,105.547,0.94757,Lib,69.182472,226.1246418,3.8915192,,,344.484724,39.636131,,0.0,0.047,0.055,0.056,0.047,-83.366,0.0081257,0.072,452.6432,0.0001181,1.9,6.91,0.00302,305.769,,22.6244,237.0993,4.3779
ATLAS (C/2025 N1),2025-Sep-16 00:00,2460934.5,12.5,,4.5,,223.92485,-12.71044,224.27402,-12.81403,-77.5685,17.75368,,,,,181035.267,-55574.69,108.422,,999,,15.958,,96.20737,,188279.9,*,,,,,,283.6,0.0,,,247.7345,4.7082,2.083063380267,-47.2555336,2.54007135963281,-3.6237308,21.12512933,64.9074312,40.8815173,52.3,/T,22.4634,121.5,32.9851,105.604,103.698,105.652,0.97637,Lib,69.182463,225.5920496,3.8574092,,,344.038886,40.04406,,0.0,0.046,0.056,0.056,0.046,-83.277,0.0081896,0.073,449.3903,0.0001183,1.9,6.89,0.002998,306.4667,,22.4599,236.4828,4.3675
